commune,superficie_m2,nb_pieces,age_batiment,etage,standing,meuble,parking,securite,loyer_fcfa
Marcory,66.0,3.0,24.0,7,Économique,0,1,1,218000
Yopougon,91.0,3.0,21.0,10,Économique,1,1,1,154000
Adjamé,65.0,4.0,27.0,1,Économique,0,0,0,117000
Koumassi,162.0,6.0,17.0,6,Économique,0,0,1,278000
Koumassi,58.0,2.0,6.0,4,Économique,1,1,1,198000
Abobo,101.0,4.0,10.0,9,Moyen,0,1,0,152000
Riviera,103.0,4.0,10.0,5,Moyen,0,0,0,467000
Port-Bouët,169.0,7.0,8.0,10,Moyen,0,0,0,288000
Koumassi,71.0,2.0,34.0,3,Haut standing,1,0,1,226000
Cocody,63.0,3.0,36.0,4,Économique,0,0,0,228000
Cocody,121.0,6.0,22.0,11,Économique,0,0,0,450000
Marcory,113.0,5.0,32.0,4,Économique,0,1,0,290000
Adjamé,213.0,8.0,0.0,6,Économique,0,0,1,349000
Yopougon,98.0,3.0,19.0,10,Économique,0,0,0,119000
Yopougon,161.0,7.0,,11,Moyen,0,1,0,327000
Bingerville,152.0,6.0,28.0,3,Moyen,0,0,0,466000
Bingerville,63.0,4.0,25.0,4,Haut standing,0,0,0,287000
Riviera,40.0,3.0,37.0,3,Économique,0,0,0,139000
Treichville,78.0,4.0,2.0,3,Moyen,0,0,0,193000
Adjamé,135.0,6.0,20.0,7,Moyen,0,1,0,358000
Marcory,170.0,7.0,12.0,10,Économique,0,0,0,430000
Marcory,20.0,1.0,30.0,4,Économique,0,1,0,61000
Plateau,58.0,1.0,16.0,8,Haut standing,0,1,0,389000
Treichville,109.0,4.0,34.0,4,Moyen,1,0,0,321000
Yopougon,123.0,6.0,22.0,7,Haut standing,1,1,0,283000
Port-Bouët,53.0,2.0,2.0,2,Moyen,1,1,0,168000
Cocody,65.0,4.0,1.0,11,Économique,0,1,0,437000
Koumassi,35.0,2.0,2.0,6,Économique,0,0,0,79000
Abobo,188.0,8.0,19.0,0,Haut standing,1,0,1,363000
Marcory,101.0,4.0,8.0,11,Économique,0,1,1,447000
Yopougon,64.0,4.0,3.0,4,Économique,0,0,0,121000
Treichville,156.0,7.0,24.0,1,Moyen,1,0,0,430000
Abobo,101.0,5.0,0.0,7,Économique,0,1,1,149000
Yopougon,169.0,8.0,38.0,11,Économique,0,0,0,192000
Plateau,180.0,7.0,11.0,5,Moyen,0,0,1,788000
Cocody,53.0,1.0,39.0,4,Économique,1,1,1,255000
Abobo,160.0,5.0,39.0,2,Économique,1,1,1,178000
Riviera,157.0,7.0,23.0,0,Économique,1,1,0,698000
Treichville,114.0,4.0,8.0,9,Moyen,0,0,0,308000
Koumassi,118.0,4.0,19.0,9,Économique,0,1,0,239000
Adjamé,97.0,,4.0,9,Économique,0,1,0,175000
Riviera,48.0,1.0,19.0,10,Moyen,0,0,0,229000
Port-Bouët,46.0,1.0,20.0,9,Économique,1,0,0,88000
Abobo,192.0,7.0,1.0,11,Économique,0,1,0,228000
Adjamé,101.0,5.0,20.0,7,Moyen,0,0,1,232000
Bingerville,80.0,4.0,23.0,10,Économique,0,0,0,187000
Yopougon,122.0,6.0,8.0,4,Économique,0,0,1,205000
Treichville,63.0,3.0,38.0,8,Moyen,0,0,1,171000
Cocody,73.0,2.0,29.0,10,Moyen,0,0,0,306000
Port-Bouët,93.0,3.0,17.0,6,Moyen,0,1,0,196000
Port-Bouët,68.0,3.0,9.0,0,Moyen,0,0,1,146000
Cocody,116.0,4.0,20.0,10,Moyen,0,0,0,548000
Abobo,86.0,4.0,21.0,0,Moyen,1,0,1,124000
Yopougon,116.0,6.0,16.0,6,Économique,0,0,1,201000
Cocody,121.0,5.0,4.0,10,Économique,0,0,0,561000
Riviera,154.0,7.0,5.0,6,Moyen,0,0,1,848000
Marcory,78.0,3.0,9.0,8,Économique,0,0,0,219000
Cocody,53.0,3.0,1.0,1,Moyen,1,0,1,402000
Abobo,255.0,9.0,6.0,6,Économique,1,0,0,326000
Koumassi,169.0,8.0,3.0,1,Économique,0,1,0,332000
Cocody,34.0,1.0,36.0,9,Haut standing,0,0,0,153000
Adjamé,273.0,10.0,18.0,11,Économique,0,1,1,581000
Abobo,66.0,3.0,27.0,9,Moyen,0,0,1,93000
Cocody,86.0,2.0,19.0,1,Économique,1,0,1,297000
Plateau,48.0,1.0,29.0,4,Économique,0,1,0,181000
Abobo,97.0,5.0,37.0,8,Économique,0,0,0,110000
Treichville,68.0,4.0,1.0,8,Économique,0,0,0,223000
Riviera,49.0,1.0,2.0,9,Haut standing,0,0,1,275000
Port-Bouët,43.0,3.0,38.0,0,Haut standing,0,0,1,103000
Riviera,60.0,3.0,24.0,10,Moyen,1,1,0,284000
Marcory,127.0,5.0,1.0,6,Haut standing,0,1,1,637000
Riviera,116.0,6.0,,9,Moyen,1,0,0,475000
Yopougon,54.0,1.0,14.0,9,Économique,0,0,1,88000
Treichville,76.0,4.0,2.0,11,Économique,1,1,0,283000
Cocody,,5.0,4.0,2,Moyen,0,0,0,744000
Cocody,77.0,2.0,39.0,9,Économique,0,1,1,223000
Adjamé,171.0,7.0,35.0,9,Économique,0,1,1,320000
Yopougon,240.0,9.0,39.0,0,Moyen,0,0,0,331000
Marcory,61.0,1.0,37.0,1,Économique,0,0,0,133000
Abobo,65.0,3.0,36.0,5,Économique,0,1,1,88000
Marcory,183.0,6.0,26.0,9,Économique,0,0,1,574000
Abobo,77.0,3.0,4.0,1,Moyen,0,0,1,138000
Yopougon,147.0,5.0,16.0,1,Économique,1,0,0,217000
Port-Bouët,101.0,5.0,37.0,3,Moyen,0,0,0,174000
Port-Bouët,82.0,3.0,11.0,2,Économique,0,1,1,156000
Yopougon,124.0,5.0,30.0,7,Moyen,0,0,0,144000
Yopougon,,6.0,32.0,7,Économique,1,0,0,222000
Yopougon,158.0,6.0,28.0,5,Haut standing,1,1,0,357000
Port-Bouët,89.0,3.0,37.0,3,Moyen,0,0,0,116000
Treichville,102.0,4.0,2.0,6,Moyen,1,1,0,400000
Marcory,,6.0,37.0,8,Moyen,1,1,0,396000
Cocody,105.0,5.0,39.0,1,Moyen,0,1,1,448000
Yopougon,198.0,7.0,29.0,5,Économique,0,0,0,236000
Yopougon,23.0,2.0,21.0,6,Moyen,0,1,1,40000
Port-Bouët,62.0,2.0,37.0,0,Moyen,0,0,0,90000
Marcory,119.0,4.0,31.0,5,Moyen,0,0,0,332000
Yopougon,72.0,4.0,9.0,7,Économique,0,0,1,119000
Port-Bouët,188.0,8.0,31.0,6,Économique,0,1,0,326000
Port-Bouët,65.0,4.0,3.0,1,Économique,0,0,0,104000
Yopougon,97.0,4.0,28.0,1,Économique,1,1,1,140000
Yopougon,60.0,2.0,7.0,3,Haut standing,0,0,1,116000
Treichville,87.0,2.0,19.0,4,Économique,0,1,0,187000
Riviera,32.0,1.0,6.0,4,Économique,1,0,1,211000
Cocody,42.0,1.0,0.0,10,Moyen,0,1,0,267000
Riviera,234.0,9.0,24.0,1,Moyen,0,1,0,777000
Adjamé,92.0,5.0,25.0,6,Moyen,0,1,1,210000
Abobo,75.0,2.0,8.0,7,Économique,1,1,0,104000
Cocody,48.0,1.0,22.0,1,Économique,0,1,1,193000
Yopougon,53.0,1.0,39.0,3,Économique,1,0,0,58000
Yopougon,220.0,8.0,1.0,11,Économique,1,1,0,437000
Plateau,95.0,4.0,25.0,10,Économique,0,0,0,332000
Adjamé,156.0,7.0,13.0,10,Économique,0,0,1,311000
Riviera,20.0,1.0,30.0,2,Haut standing,0,1,0,103000
Abobo,67.0,3.0,25.0,3,Économique,0,0,0,61000
Koumassi,205.0,8.0,18.0,4,Économique,0,0,1,372000
Cocody,,2.0,37.0,5,Haut standing,1,0,1,354000
Yopougon,51.0,3.0,4.0,1,Moyen,0,0,0,86000
Cocody,114.0,5.0,5.0,9,Économique,0,0,0,554000
Abobo,38.0,2.0,34.0,5,Économique,0,0,0,35000
Riviera,33.0,1.0,15.0,8,Haut standing,0,0,1,215000
Adjamé,188.0,7.0,30.0,11,Économique,0,1,0,335000
Cocody,60.0,1.0,17.0,11,Moyen,0,0,1,283000
Yopougon,125.0,5.0,13.0,10,Haut standing,1,1,1,359000
Abobo,225.0,8.0,24.0,7,Économique,0,1,0,208000
Yopougon,94.0,5.0,14.0,0,Moyen,1,0,0,173000
Port-Bouët,123.0,4.0,25.0,8,Haut standing,1,0,0,326000
Port-Bouët,33.0,1.0,35.0,11,Moyen,0,0,1,68000
Abobo,57.0,3.0,10.0,10,Économique,0,1,0,77000
Yopougon,,7.0,36.0,9,Haut standing,0,1,1,385000
Marcory,76.0,3.0,36.0,10,Moyen,0,1,1,218000
Cocody,42.0,3.0,6.0,1,Moyen,0,1,0,248000
Yopougon,119.0,6.0,17.0,11,Moyen,0,1,0,202000
Yopougon,173.0,8.0,19.0,10,Économique,0,1,1,360000
Adjamé,70.0,2.0,1.0,0,Économique,0,1,0,158000
Adjamé,120.0,6.0,25.0,5,Économique,0,1,0,246000
Cocody,144.0,5.0,22.0,0,Économique,0,1,0,493000
Yopougon,83.0,3.0,31.0,5,Économique,0,0,1,115000
Plateau,76.0,2.0,12.0,1,Économique,0,1,1,274000
Plateau,221.0,8.0,12.0,11,Économique,1,1,0,1553000
Port-Bouët,45.0,2.0,,10,Haut standing,0,0,1,127000
Cocody,,3.0,24.0,6,Moyen,1,0,1,427000
Yopougon,87.0,2.0,21.0,6,Moyen,0,1,1,156000
Plateau,86.0,3.0,26.0,11,Moyen,0,0,1,448000
Bingerville,140.0,7.0,16.0,3,Économique,0,1,0,390000
Abobo,124.0,5.0,25.0,1,Moyen,1,0,0,177000
Marcory,107.0,5.0,37.0,11,Moyen,0,1,0,386000
Yopougon,33.0,1.0,13.0,10,Moyen,1,0,1,75000
Koumassi,54.0,2.0,13.0,6,Économique,0,0,0,74000
Riviera,80.0,4.0,11.0,0,Moyen,0,1,1,449000
Marcory,96.0,3.0,4.0,11,Moyen,0,0,0,318000
Bingerville,202.0,7.0,36.0,10,Moyen,1,1,0,660000
Riviera,95.0,3.0,3.0,10,Économique,1,0,1,564000
Riviera,137.0,6.0,28.0,1,Moyen,0,1,1,607000
Abobo,88.0,5.0,24.0,11,Moyen,1,0,0,138000
Abobo,131.0,6.0,3.0,1,Moyen,1,0,0,173000
Yopougon,92.0,3.0,15.0,0,Moyen,0,1,0,173000
Koumassi,49.0,3.0,1.0,8,Économique,0,0,1,125000
Abobo,122.0,5.0,22.0,5,Économique,0,1,1,155000
Adjamé,116.0,6.0,3.0,2,Économique,0,1,0,246000
Yopougon,39.0,3.0,19.0,11,Économique,1,0,0,55000
Koumassi,88.0,3.0,16.0,5,Économique,0,0,0,174000
Port-Bouët,88.0,4.0,5.0,6,Économique,1,0,0,197000
Plateau,65.0,3.0,17.0,2,Économique,1,0,0,352000
Port-Bouët,47.0,2.0,19.0,3,Moyen,1,0,1,109000
Abobo,103.0,5.0,38.0,9,Moyen,0,1,1,113000
Port-Bouët,192.0,7.0,33.0,0,Économique,0,1,0,259000
Yopougon,128.0,6.0,39.0,5,Économique,0,0,0,140000
Yopougon,36.0,1.0,23.0,5,Moyen,1,0,0,62000
Riviera,184.0,7.0,17.0,8,Moyen,0,1,0,817000
Marcory,171.0,8.0,29.0,1,Économique,0,0,1,482000
Port-Bouët,68.0,2.0,0.0,4,Moyen,0,1,0,153000
Yopougon,37.0,2.0,22.0,4,Économique,0,0,0,40000
Abobo,69.0,2.0,28.0,6,Moyen,0,1,0,80000
Treichville,72.0,3.0,31.0,4,Haut standing,0,1,0,211000
Abobo,39.0,3.0,1.0,11,Économique,0,0,0,50000
Treichville,102.0,4.0,35.0,9,Haut standing,1,1,1,438000
Cocody,58.0,3.0,16.0,3,Économique,0,1,1,284000
Marcory,,3.0,1.0,11,Moyen,1,1,0,254000
Cocody,79.0,2.0,3.0,9,Moyen,0,0,1,399000
Riviera,189.0,7.0,33.0,11,Moyen,1,0,1,869000
Riviera,141.0,5.0,0.0,1,Économique,1,0,1,731000
Yopougon,113.0,5.0,22.0,7,Moyen,1,0,1,196000
Koumassi,68.0,3.0,5.0,4,Moyen,0,0,1,134000
Treichville,39.0,3.0,15.0,3,Moyen,1,1,0,163000
Adjamé,48.0,1.0,1.0,8,Économique,0,0,0,81000
Port-Bouët,137.0,5.0,11.0,1,Économique,0,0,1,251000
Riviera,58.0,3.0,26.0,2,Moyen,0,0,1,264000
Yopougon,98.0,4.0,18.0,7,Haut standing,0,0,0,183000
Koumassi,114.0,6.0,27.0,10,Économique,0,0,0,180000
Marcory,34.0,1.0,34.0,3,Moyen,0,1,0,111000
Riviera,91.0,5.0,3.0,8,Économique,1,1,1,573000
Cocody,109.0,5.0,6.0,9,Économique,0,1,1,667000
Abobo,214.0,8.0,36.0,11,Économique,0,0,0,230000
Adjamé,97.0,3.0,24.0,9,Moyen,0,1,1,169000
Adjamé,134.0,6.0,16.0,9,Haut standing,0,0,0,363000
Cocody,69.0,3.0,13.0,9,Moyen,0,0,0,357000
Riviera,151.0,5.0,36.0,8,Économique,0,0,1,453000
Plateau,42.0,3.0,1.0,9,Moyen,1,0,0,351000
Abobo,116.0,4.0,23.0,8,Économique,1,1,0,156000
Marcory,99.0,3.0,14.0,0,Économique,0,1,0,268000
Treichville,164.0,7.0,,5,Économique,0,1,1,478000
Abobo,114.0,4.0,11.0,9,Économique,0,0,0,138000
Yopougon,81.0,4.0,18.0,5,Moyen,0,0,1,125000
Plateau,150.0,7.0,4.0,7,Moyen,0,0,0,975000
Plateau,113.0,4.0,0.0,6,Haut standing,0,1,1,949000
Yopougon,51.0,1.0,8.0,6,Économique,0,0,0,62000
Koumassi,84.0,3.0,38.0,1,Économique,0,0,1,124000
Bingerville,48.0,2.0,33.0,11,Économique,0,0,1,127000
Cocody,109.0,4.0,28.0,10,Économique,1,1,0,474000
Yopougon,115.0,6.0,1.0,3,Haut standing,1,1,0,285000
Cocody,198.0,8.0,18.0,0,Économique,1,0,0,767000
Cocody,83.0,4.0,27.0,11,Haut standing,1,1,1,564000
Adjamé,76.0,3.0,34.0,10,Économique,0,1,0,126000
Abobo,36.0,,39.0,10,Économique,1,1,1,50000
Plateau,83.0,2.0,21.0,6,Économique,0,1,0,328000
Marcory,78.0,4.0,3.0,3,Haut standing,1,1,0,463000
Cocody,96.0,3.0,7.0,8,Économique,1,0,1,469000
Port-Bouët,77.0,4.0,0.0,5,Haut standing,0,1,1,246000
Riviera,77.0,4.0,35.0,5,Économique,0,1,1,280000
Cocody,96.0,3.0,6.0,8,Économique,0,0,1,485000
Marcory,,4.0,24.0,7,Moyen,0,1,1,381000
Bingerville,76.0,4.0,28.0,5,Économique,1,0,0,189000
Riviera,75.0,3.0,0.0,5,Économique,1,1,0,386000
Yopougon,227.0,8.0,17.0,5,Moyen,0,0,0,347000
Cocody,74.0,2.0,3.0,3,Économique,0,1,1,313000
Cocody,80.0,3.0,19.0,4,Moyen,0,0,0,322000
Abobo,32.0,1.0,7.0,2,Économique,1,0,0,48000
Yopougon,151.0,5.0,26.0,8,Économique,1,0,1,278000
Cocody,20.0,1.0,38.0,10,Économique,0,0,1,68000
Abobo,52.0,1.0,34.0,1,Moyen,0,1,0,49000
Cocody,120.0,5.0,24.0,10,Moyen,1,0,0,723000
Koumassi,30.0,1.0,13.0,6,Moyen,0,0,0,72000
Treichville,62.0,3.0,39.0,0,Moyen,1,1,0,157000
Cocody,89.0,4.0,30.0,9,Économique,0,0,0,310000
Abobo,85.0,4.0,4.0,11,Économique,0,0,0,120000
Yopougon,61.0,3.0,16.0,6,Économique,0,0,1,99000
Riviera,,5.0,9.0,1,Moyen,0,1,1,701000
Abobo,138.0,6.0,15.0,4,Moyen,0,1,1,258000
Marcory,122.0,5.0,3.0,0,Économique,0,1,0,424000
Adjamé,70.0,3.0,4.0,4,Économique,1,1,1,157000
Marcory,98.0,3.0,19.0,10,Moyen,1,1,1,478000
Riviera,65.0,3.0,5.0,3,Haut standing,0,1,1,418000
Yopougon,265.0,10.0,10.0,0,Moyen,0,0,1,438000
Abobo,107.0,5.0,16.0,11,Économique,0,0,1,154000
Cocody,70.0,2.0,2.0,0,Moyen,0,0,0,376000
Yopougon,240.0,9.0,15.0,6,Moyen,0,0,1,264000
Port-Bouët,75.0,3.0,35.0,2,Économique,1,1,1,138000
Port-Bouët,105.0,3.0,25.0,9,Moyen,1,0,0,211000
Marcory,135.0,5.0,23.0,11,Économique,0,1,0,412000
Marcory,67.0,3.0,33.0,8,Économique,1,0,0,185000
Port-Bouët,64.0,2.0,19.0,8,Haut standing,1,0,1,192000
Riviera,147.0,5.0,16.0,11,Haut standing,1,0,1,1041000
Cocody,135.0,6.0,19.0,9,Économique,0,0,1,505000
Yopougon,135.0,4.0,15.0,10,Économique,1,1,0,230000
Treichville,115.0,4.0,3.0,8,Moyen,0,1,0,406000
Bingerville,226.0,8.0,17.0,0,Économique,0,1,1,522000
Cocody,94.0,5.0,35.0,11,Économique,0,0,0,364000
Marcory,58.0,,34.0,3,Économique,0,0,0,138000
Koumassi,45.0,3.0,29.0,0,Moyen,0,0,1,72000
Cocody,74.0,2.0,17.0,0,Économique,0,1,1,311000
Yopougon,,1.0,20.0,8,Moyen,1,0,1,41000
Yopougon,175.0,6.0,31.0,4,Économique,1,1,0,290000
Treichville,112.0,4.0,4.0,0,Haut standing,1,1,0,458000
Yopougon,57.0,3.0,22.0,10,Haut standing,0,0,1,129000
Abobo,153.0,7.0,29.0,2,Moyen,1,1,0,204000
Plateau,45.0,2.0,26.0,6,Moyen,0,1,0,245000
Abobo,52.0,3.0,14.0,1,Économique,0,0,0,65000
Port-Bouët,95.0,4.0,13.0,3,Moyen,0,1,0,167000
Koumassi,,7.0,20.0,1,Haut standing,1,1,0,570000
Plateau,111.0,5.0,33.0,8,Économique,0,0,0,482000
Plateau,20.0,2.0,25.0,11,Moyen,1,0,0,128000
Marcory,53.0,2.0,24.0,8,Économique,1,0,0,181000
Yopougon,58.0,3.0,30.0,11,Économique,1,1,0,107000
Yopougon,102.0,4.0,5.0,6,Économique,1,0,1,171000
Adjamé,39.0,3.0,3.0,6,Haut standing,0,0,0,114000
Cocody,42.0,3.0,23.0,1,Économique,1,0,0,227000
Cocody,79.0,4.0,30.0,11,Moyen,1,0,0,409000
Yopougon,126.0,6.0,18.0,9,Haut standing,1,0,0,287000
Adjamé,131.0,6.0,10.0,11,Moyen,1,0,0,318000
Marcory,95.0,3.0,28.0,7,Haut standing,1,0,0,421000
Abobo,141.0,5.0,4.0,0,Économique,0,1,0,200000
Marcory,276.0,10.0,17.0,7,Haut standing,1,1,0,1753000
Bingerville,200.0,9.0,2.0,4,Économique,0,0,0,715000
Bingerville,69.0,4.0,39.0,3,Haut standing,0,1,0,211000
Treichville,38.0,2.0,10.0,9,Économique,0,0,0,87000
Marcory,74.0,2.0,20.0,1,Économique,0,1,0,168000
Yopougon,53.0,2.0,29.0,2,Économique,0,0,1,72000
Marcory,115.0,4.0,18.0,9,Économique,1,0,0,541000
Adjamé,46.0,1.0,24.0,1,Économique,1,0,1,88000
Port-Bouët,87.0,4.0,34.0,10,Haut standing,0,0,1,218000
Adjamé,53.0,3.0,,11,Économique,0,1,0,108000
Port-Bouët,77.0,3.0,25.0,3,Moyen,1,0,1,194000
Yopougon,90.0,4.0,4.0,2,Économique,0,0,1,138000
Plateau,124.0,6.0,18.0,4,Moyen,0,1,0,749000
Koumassi,90.0,5.0,26.0,6,Moyen,0,1,0,194000
Yopougon,65.0,2.0,37.0,8,Haut standing,1,0,0,128000
Adjamé,135.0,4.0,28.0,4,Économique,0,0,0,182000
Marcory,93.0,5.0,11.0,7,Économique,1,1,0,425000
Cocody,69.0,2.0,18.0,1,Économique,0,0,1,253000
Riviera,126.0,5.0,8.0,5,Moyen,0,1,0,729000
Plateau,102.0,3.0,17.0,7,Moyen,0,1,1,680000
Riviera,120.0,6.0,28.0,8,Moyen,0,0,0,496000
Riviera,159.0,5.0,2.0,10,Économique,0,1,1,746000
Port-Bouët,48.0,3.0,22.0,3,Moyen,0,0,1,88000
Adjamé,266.0,10.0,29.0,3,Haut standing,0,1,0,477000
Abobo,114.0,5.0,23.0,6,Économique,0,1,1,137000
Bingerville,46.0,2.0,36.0,3,Économique,1,1,0,126000
Marcory,169.0,8.0,36.0,4,Moyen,1,1,0,649000
Yopougon,62.0,3.0,3.0,1,Économique,1,1,1,162000
Abobo,202.0,9.0,27.0,1,Moyen,1,1,0,281000
Yopougon,49.0,1.0,15.0,10,Moyen,0,0,0,72000
Yopougon,87.0,2.0,12.0,9,Haut standing,0,1,0,178000
Treichville,136.0,4.0,7.0,4,Haut standing,0,1,1,459000
Abobo,127.0,5.0,24.0,11,Moyen,0,1,0,200000
Bingerville,108.0,5.0,1.0,9,Économique,0,1,1,488000
Marcory,150.0,5.0,29.0,9,Économique,1,0,1,552000
Riviera,71.0,3.0,39.0,1,Haut standing,1,0,0,390000
Adjamé,154.0,7.0,2.0,11,Moyen,0,1,0,384000
Port-Bouët,64.0,3.0,22.0,5,Moyen,0,1,1,159000
Abobo,191.0,9.0,28.0,11,Économique,0,0,1,267000
Koumassi,67.0,2.0,,5,Économique,1,0,0,120000
Cocody,42.0,2.0,10.0,11,Économique,0,0,0,230000
Port-Bouët,128.0,5.0,20.0,7,Économique,0,1,1,257000
Cocody,100.0,4.0,26.0,11,Moyen,1,1,1,641000
Bingerville,109.0,5.0,23.0,0,Moyen,1,0,1,349000
Riviera,76.0,4.0,30.0,6,Économique,0,0,0,277000
Treichville,118.0,5.0,29.0,11,Moyen,0,1,1,395000
Marcory,183.0,8.0,0.0,6,Haut standing,0,1,0,707000
Koumassi,106.0,4.0,0.0,8,Moyen,1,0,1,358000
Marcory,37.0,1.0,7.0,3,Moyen,0,1,1,167000
Bingerville,91.0,4.0,33.0,6,Économique,1,0,0,246000
Cocody,114.0,5.0,15.0,11,Haut standing,0,1,0,592000
Cocody,198.0,9.0,26.0,5,Économique,0,1,1,776000
Riviera,131.0,6.0,3.0,3,Haut standing,1,1,1,1135000
Adjamé,58.0,3.0,18.0,9,Moyen,0,1,0,100000
Port-Bouët,89.0,3.0,28.0,11,Moyen,0,0,1,237000
Treichville,135.0,4.0,2.0,7,Haut standing,0,1,0,577000
Adjamé,119.0,4.0,10.0,2,Moyen,1,1,1,278000
Abobo,123.0,6.0,7.0,7,Économique,0,0,1,191000
Abobo,42.0,2.0,38.0,4,Économique,0,0,0,40000
Adjamé,127.0,5.0,32.0,3,Économique,0,0,1,184000
Abobo,103.0,4.0,7.0,2,Économique,0,1,1,157000
Yopougon,130.0,6.0,24.0,11,Économique,1,1,0,177000
Marcory,100.0,5.0,23.0,9,Moyen,0,1,0,356000
Koumassi,85.0,2.0,25.0,6,Économique,0,0,0,126000
Marcory,156.0,7.0,,6,Moyen,0,0,1,676000
Adjamé,116.0,5.0,,5,Haut standing,1,0,0,289000
Marcory,46.0,1.0,26.0,2,Moyen,0,0,0,142000
Abobo,97.0,3.0,28.0,8,Haut standing,1,1,1,171000
Koumassi,77.0,4.0,38.0,10,Économique,0,1,0,150000
Marcory,72.0,2.0,8.0,1,Moyen,0,0,0,227000
Cocody,,4.0,13.0,2,Économique,0,1,0,432000
Cocody,100.0,5.0,4.0,0,Moyen,0,1,1,623000
Abobo,117.0,4.0,29.0,6,Moyen,0,0,0,140000
Port-Bouët,145.0,6.0,27.0,1,Économique,0,1,1,278000
Cocody,88.0,5.0,36.0,9,Économique,0,0,0,271000
Koumassi,142.0,6.0,7.0,7,Moyen,1,1,0,351000
Treichville,66.0,3.0,14.0,8,Moyen,1,1,0,222000
Yopougon,160.0,6.0,27.0,11,Moyen,0,0,0,208000
Riviera,69.0,3.0,35.0,10,Économique,0,0,1,228000
Treichville,50.0,1.0,32.0,1,Économique,1,0,1,111000
Yopougon,110.0,3.0,5.0,5,Économique,0,0,1,182000
Cocody,90.0,5.0,11.0,10,Haut standing,1,0,0,706000
Cocody,95.0,5.0,6.0,0,Haut standing,0,1,0,560000
Marcory,47.0,2.0,27.0,7,Économique,1,1,0,146000
Cocody,48.0,2.0,6.0,4,Économique,0,1,1,269000
Abobo,76.0,4.0,0.0,8,Moyen,0,1,1,139000
Yopougon,129.0,6.0,23.0,2,Économique,0,1,1,182000
Abobo,78.0,4.0,18.0,1,Haut standing,0,0,1,140000
Plateau,49.0,3.0,31.0,6,Moyen,0,1,0,280000
Treichville,160.0,6.0,29.0,10,Économique,0,0,1,398000
Adjamé,,3.0,0.0,6,Économique,0,0,1,105000
Riviera,97.0,3.0,31.0,9,Moyen,0,1,0,354000
Cocody,130.0,5.0,,4,Économique,0,1,1,590000
Bingerville,73.0,2.0,20.0,6,Moyen,0,0,1,201000
Abobo,130.0,6.0,18.0,11,Économique,0,0,0,105000
Abobo,188.0,7.0,29.0,5,Économique,0,0,0,172000
Yopougon,127.0,6.0,27.0,8,Moyen,0,1,0,156000
Cocody,88.0,3.0,31.0,11,Moyen,1,1,1,482000
Cocody,96.0,4.0,,2,Économique,1,1,1,452000
Abobo,25.0,1.0,22.0,3,Économique,0,1,0,33000
Treichville,68.0,3.0,26.0,8,Moyen,0,0,1,160000
Riviera,26.0,1.0,36.0,9,Moyen,0,0,0,100000
Yopougon,56.0,1.0,25.0,7,Économique,0,1,0,70000
Plateau,92.0,4.0,2.0,9,Moyen,0,0,0,608000
Koumassi,107.0,4.0,30.0,5,Économique,0,0,0,155000
Treichville,119.0,6.0,1.0,11,Économique,0,1,0,305000
Abobo,218.0,9.0,9.0,2,Moyen,0,1,1,347000
Adjamé,39.0,2.0,37.0,11,Moyen,0,0,1,71000
Riviera,55.0,3.0,18.0,8,Économique,0,1,0,245000
Port-Bouët,105.0,4.0,30.0,8,Économique,0,1,0,169000
Adjamé,136.0,5.0,28.0,10,Économique,0,0,0,196000
Adjamé,64.0,2.0,24.0,5,Moyen,0,1,0,129000
Riviera,100.0,5.0,31.0,1,Économique,0,1,0,393000
Treichville,108.0,5.0,16.0,6,Économique,0,1,1,277000
Cocody,198.0,7.0,22.0,8,Économique,0,1,0,802000
Marcory,,3.0,17.0,8,Économique,1,1,0,148000
Marcory,117.0,4.0,,2,Moyen,0,1,0,450000
Adjamé,138.0,6.0,19.0,1,Économique,0,0,1,253000
Abobo,123.0,6.0,,11,Moyen,0,0,0,210000
Abobo,169.0,7.0,23.0,4,Économique,0,0,0,190000
Cocody,49.0,3.0,19.0,10,Moyen,1,0,0,305000
Koumassi,22.0,1.0,27.0,9,Économique,1,1,0,64000
Treichville,164.0,8.0,34.0,6,Économique,0,1,1,420000
Adjamé,75.0,4.0,20.0,2,Économique,0,0,0,130000
Abobo,88.0,4.0,5.0,11,Moyen,0,1,1,123000
Treichville,94.0,3.0,6.0,3,Moyen,1,0,0,336000
Cocody,98.0,5.0,28.0,9,Économique,1,1,0,657000
Cocody,145.0,5.0,22.0,1,Économique,0,1,1,641000
Port-Bouët,115.0,4.0,4.0,11,Économique,0,0,1,274000
Riviera,41.0,1.0,21.0,11,Moyen,1,1,0,260000
Abobo,87.0,2.0,8.0,10,Haut standing,0,1,0,183000
Cocody,107.0,3.0,31.0,9,Haut standing,0,0,0,555000
Yopougon,120.0,4.0,9.0,11,Moyen,0,1,1,197000
Koumassi,84.0,4.0,27.0,1,Économique,0,0,1,155000
Koumassi,68.0,2.0,10.0,6,Moyen,1,0,0,193000
Cocody,149.0,7.0,6.0,1,Économique,1,1,0,953000
Cocody,74.0,4.0,29.0,0,Moyen,0,1,0,328000
Koumassi,126.0,6.0,37.0,3,Économique,0,0,1,201000
Yopougon,143.0,6.0,33.0,5,Économique,0,1,0,174000
Marcory,104.0,3.0,27.0,9,Économique,0,1,0,284000
Cocody,63.0,3.0,31.0,9,Économique,0,1,1,287000
